gsa_building_no,address,city,state,zipcode,latitude,longitude,costar_number,bldg_rsf,total_leased_rsf,percent_govt_leased,total_annual_rent,rent_prsf,remaining_total_term,remaining_firm_term
VA0782,13203 NORTH ENON CHURCH ROAD,CHESTER,VA,23836-3122,37.343254,-77.323706,873321,194925,40698,20.88,668945.69,16.44,7.46,2.88
AL2154,1132 22ND ST S,BIRMINGHAM,AL,35205-2814,33.501991,-86.790583,GSA,127507,30895,24.23,668761.94,21.65,4.76,2.37
CA7624,800 E. COLORADO BLVD.,PASADENA,CA,91101-2103,34.14587,-118.133799,249261,208283,19299,9.27,668089.38,34.62,4,0
NJ4524,165 PASSAIC AVENUE,FAIRFIELD,NJ,07004-3521,40.87455,-74.276526,164388,100000,25581,25.58,666385.05,26.05,0.34,0
MO1860,7220 N.W. 101ST TERRACE,KANSAS CITY,MO,64153-2371,39.276963,-94.664293,79466,94378,94378,100,666344.17,7.06,6.73,0
FL2328,3415 E FRONTAGE RD,TAMPA,FL,33607-7009,27.955088,-82.535904,372281,32368,22037,68.08,666298.35,30.24,8.84,3.84
OR6540,16400 CHAMPION WAY,SANDY,OR,97055-7248,45.40371,-122.296166,5821004,45943,45943,100,665739.26,14.49,4.82,4.82
UT1464,175 EAST 400 SOUTH,SALT LAKE CITY,UT,84111-2314,40.760748,-111.885994,1059414,220368,19144,8.69,665479.02,34.76,11.69,6.69
PA0679,334 WASHINGTON ST.,JOHNSTOWN,PA,15901-1642,40.32779,-78.919594,6826173,29773,29773,100,665473.43,22.35,6.84,3.84
PA0751,8500 ESSINGTON AVE,PHILADELPHIA,PA,19153-7001,39.8748797,-75.2493779,,7850,7850,100,664920.66,84.7,3.67,0
FL3158,1645 NORTH CONGRESS AVENUE,WEST PALM BEACH,FL,33409-5178,26.654862,-80.088213,GSA,21200,21200,100,664858.51,31.36,10.27,5.27
MA5785,120 FRONT ST,WORCESTER,MA,01608-1413,42.26272,-71.800339,1406131,161335,31170,19.32,663583.53,21.29,2.87,1.44
WA7909,934 BROADWAY,TACOMA,WA,98402-4419,47.254601,-122.440431,22706,49611,26790,54,663293.34,24.76,9.25,3.25
MA5964,10 FAWCETT STREET,CAMBRIDGE,MA,02138-1172,42.389959,-71.146013,215748,130304,14664,11.25,663061.07,45.22,8.33,5.33
UT1413,348 EAST SOUTH TEMPLE,SALT LAKE CITY,UT,84111-1202,40.769362,-111.880773,1057371,33904,30974,91.36,662892.98,21.4,2.84,0
FL3132,201 S ORANGE AVE,ORLANDO,FL,32801-3413,28.540335,-81.379001,41938,273938,25935,9.47,662460.81,25.54,2.76,0
TN2232,20 BRIDGESTONE PARK,NASHVILLE,TN,37214-2471,36.166658,-86.69074,6347230,23391,23391,100,661333.49,28.27,5.33,0.33
OH2428,"ONE SEAGATE CENTER, THIRTEENTH FLOO",TOLEDO,OH,43604-1558,41.654203,-83.530661,1103046,761000,25986,3.41,660703.68,25.43,8.29,8.29
MD0510,6000 METRO DR,BALTIMORE,MD,21215-3215,39.347397,-76.707858,140560,80182,30262,37.74,658927.6,21.77,9.47,4.47
TX2402,9945 BISSONNET STREET,HOUSTON,TX,77036-8203,29.675037,-95.553199,5851890,27500,27170,98.8,658851.07,24.25,1.63,1.63
IL2325,1233 WEST ADAMS ST,CHICAGO,IL,60607-2801,41.879047,-87.658302,GSA,16978,16978,100,657656.53,38.74,5.43,5.43
AL2281,4121 CARMICHAEL ROAD,MONTGOMERY,AL,36117-2872,32.357936,-86.241786,GSA,102813,40097,39,657574.71,16.4,9.34,4.33
CA7620,4600 BOHANNON DRIVE,MENLO PARK,CA,94025-1034,37.480656,-122.178184,332890,46255,17388,37.59,657391.15,37.81,2.56,0
DE0050,920 BASIN ROAD,NEW CASTLE,DE,19720-1010,39.6971094,-75.5955537,1188023,61551,30015,48.76,656804.93,21.88,2.84,2.84
GA2713,2300 LAKE PARK DR SE,SMYRNA,GA,30080-4076,33.895619,-84.484595,434853,85347,44476,52.11,655379.86,14.74,4.23,1.17
NY7419,ROUTE 22,PLATTSBURGH,NY,12903-0000,44.77714,-73.42394,GSA,18640,18640,100,654480.49,35.11,6.52,6.52
TN2014,233 CUMBERLAND BEND DR,NASHVILLE,TN,37228-1808,36.1947546,-86.804527,810568,96960,49717,51.28,653870.81,13.15,2.54,0
WA7967,1301 PACIFIC AVENUE,TACOMA,WA,98402-0092,47.250795,-122.438009,6240621,99937,13800,13.81,653635.89,47.36,8.24,3.24
TX1865,602 SAWYER ST,HOUSTON,TX,77007-7514,29.764022,-95.381035,239651,85923,28601,33.29,652821.69,22.83,0.46,0.46
VA0832,45250 SEVERN WAY,STERLING,VA,20166-8919,39.020852,-77.43596,134692,53148,31827,59.88,652549.44,20.5,3.46,3.46
MO1892,4100 NORTH MULBERRY DRIVE,KANSAS CITY,MO,64116-1696,39.16770303,-94.59882502,593996,72950,28412,38.95,652503.56,22.97,12.65,5.65
TX2381,6451 BOEING DR,EL PASO,TX,79925-1006,31.791729,-106.402011,5775569,25531,20865,81.72,651719.12,31.24,4.72,0
NJ4561,10 WATERVIEW PLAZA,PARSIPPANY,NJ,07054-1286,40.875363,-74.425426,172022,211879,24925,11.76,651699.26,26.15,4.67,0
DE0052,1352 MARROWS ROAD,NEWARK,DE,19711-5445,39.681213,-75.730925,1389371,46429,23555,50.73,650598.39,27.62,4.62,3.12
FL3315,3535 LAWTON RD,ORLANDO,FL,32803-3713,28.560339,-81.339998,380907,32330,32330,100,650595.46,20.12,8.65,3.64
NY7459,10 FOUNTAIN PLAZA,BUFFALO,NY,14202-2228,42.888341,-78.874597,5749405,189000,32391,17.14,649923.54,20.06,12.55,2.54
VA0639,600 E. BROAD ST.,RICHMOND,VA,23219-1832,37.542299,-77.436173,864946,213266,33338,15.63,649487.81,19.48,9.25,4.24
IL2350,6338 S COTTAGE GROVE,CHICAGO,IL,60637-3549,41.779693,-87.605932,6717704,24610,24610,100,649424.23,26.39,5.79,5.79
NY6257,3386 FULTON ST BKLYN NY,NEW YORK-KINGS,NY,11208-2032,40.6838849,-73.870532,5622942,14579,14579,100,649420.03,44.54,7.11,7.11
VA0473,2510 WALMER AVE.,NORFOLK,VA,23513-2601,36.877124,-76.224454,935251,72000,38186,53.04,649405.63,17.01,0.46,0
CA7568,121200 STATE HIGHWAY 101,ORICK,CA,95555-9505,41.2950524,-124.0551473,8042109,26520,26520,100,648852.95,24.47,6.14,3.14
UT1349,46 W BROADWAY,SALT LAKE CITY,UT,84101-2003,40.762888,-111.892628,1059342,59101,38534,65.2,648838.12,16.84,6.53,2.52
TX2692,3115 CENTRAL BLVD,BROWNSVILLE,TX,78520-9523,25.946773,-97.50668,8384415,17913,17913,100,647652.73,36.16,11.34,6.33
TX2626,3300 WATTERS ROAD,PASADENA,TX,77504-2013,29.66191,-95.179472,,26385,26385,100,647177.8,24.53,11.43,6.43
MO1694,9240 TROOST,KANSAS CITY,MO,64131-3055,38.960607,-94.577396,8012540,95289,95289,100,647157.03,6.79,2.5,0
OH2157,121 S MAIN ST,AKRON,OH,44308-1415,41.0818,-81.518331,487306,150000,22797,15.2,647122.52,28.39,8.27,8.27
WV0146,3094 CHARLES TOWN ROAD,MARTINSBURG,WV,25405-6260,39.4104256,-77.914598,GSA,29325,29325,100,646267.18,22.04,0.45,0
CO2008,8610 EXPLORER DR.,COLORADO SPRINGS,CO,80920-1058,38.959917,-104.791606,1376031,98904,26284,26.58,645657.59,24.56,4.12,0
MO1750,901 E ST LOUIS ST,SPRINGFIELD,MO,65806-2540,37.208943,-93.281588,5071146,42240,36506,86.43,645443.57,17.68,3.64,0
TX2653,5450 STRATUM DRIVE,FORT WORTH,TX,76137-5001,32.842251,-97.298304,792640,43132,29655,68.75,645195.59,21.76,0.16,0.16
NY7271,100 CHESTNUT STREET,ROCHESTER,NY,14604-2419,43.15517,-77.603172,1438779,351400,31241,8.89,644859.04,20.64,2.06,1.03
GA2331,1415 FRANKLIN ROAD,MARIETTA,GA,30067-8774,33.916817,-84.495674,7571773,30342,30342,100,643188.37,21.2,3.5,0
MS2181,202 METROPLEX BLVD.,PEARL,MS,39208-9205,32.289045,-90.060408,7589476,17663,17663,100,642683.65,36.39,8.98,3.98
TX2670,1100 E. LAUREL AVE.,MCALLEN,TX,78501-5769,26.211496,-98.206997,GSA,38652,22186,57.4,642577.25,28.96,6.61,1.6
CA7555,5770 SKYLANE BLVD.,WINDSOR,CA,95492-9742,38.524572,-122.800309,5374180,27000,16271,60.26,642396.36,39.48,1.08,0.75
WI1701,8030 EXCELSIOR DRIVE,MADISON,WI,53717-2905,43.075834,-89.525109,1275976,37930,31330,82.6,642291.48,20.5,1.3,0
MI2092,11700 METRO AIRPORT CENTER DRIVE,ROMULUS,MI,48174-1456,42.217818,-83.382642,462124,57183,20696,36.19,641666.19,31,0.58,0.58
VA0075,13990 PARKEAST CIR,CHANTILLY,VA,20151-2272,38.8701306,-77.432585,GSA,83512,30315,36.3,641138.1,21.15,4.36,4.36
MD0294,301 N STONESTREET AVE,ROCKVILLE,MD,20850-1656,39.088103,-77.148065,132290,48316,48316,100,641055.91,13.27,1.56,1.56
GA2035,200 E BRYAN STREET,SAVANNAH,GA,31401-2703,32.079435,-81.088397,6659640,35759,35228,98.52,640347.72,18.18,0.08,0
TX2225,2191 WOODWARD,AUSTIN,TX,78744-1073,30.212872,-97.745649,591879,55130,38898,70.56,640128.92,16.46,2.84,0
TX2634,3100 FM 2004,TEXAS CITY,TX,77591-2199,29.419785,-95.031186,GSA,20566,20566,100,639431.88,31.09,10.55,5.55
AZ7942,1824 S THOMPSON ST,FLAGSTAFF,AZ,86001-2529,35.187215,-111.674857,6683332,50000,23400,46.8,639361.76,27.32,12.65,7.65
VA1538,3251 OLD LEE HIGHWAY,FAIRFAX,VA,22030-1504,38.862217,-77.276946,134967,94940,26195,27.59,638544.56,24.38,0.75,0.75
GA2339,73 SOUTH WOODS PARKWAY,HAPEVILLE,GA,30354-3735,33.643979,-84.387494,505393,106776,26454,24.78,638403.95,24.13,4.29,4.29
IL2246,308 W STATE ST,ROCKFORD,IL,61101-1103,42.271289,-89.094638,6291132,100000,25637,25.64,638182.19,24.89,2.5,0.69
VA0114,1600 WILSON BLVD,ARLINGTON,VA,22209-2505,38.894385,-77.076735,137372,166000,19370,11.67,637743.59,32.92,1.16,0.16
FL3310,5195 COCONUT CREEK PARKWAY,POMPANO BEACH,FL,33063-3914,26.24454,-80.196147,7027186,15839,15839,100,637459.49,40.25,7.42,2.45
IN1710,401S MICHIGAN STREET,SOUTH BEND,IN,46601-2304,41.6804373,-86.2504086,GSA,33470,26040,77.8,636800.79,24.45,0.33,0
KS1611,7600 W 119TH ST,OVERLAND PARK,KS,66213-1106,38.912992,-94.674295,78253,100000,40151,40.15,635837.54,15.84,9.08,4.08
NC2548,4300 S MIAMI BLVD,DURHAM,NC,27703-9142,35.900532,-78.850688,7393818,33305,33305,100,635704.07,19.09,0.45,0
PA0707,11 CAMPUS BOULEVARD,NEWTOWN SQUARE,PA,19073-3247,39.979819,-75.420468,362506,47699,24750,51.89,635701.64,25.68,7.55,7.55
NY7483,88-11 165 STREET,NEW YORK-QUEENS,NY,11432-4142,40.708152,-73.796587,GSA,148500,14850,10,634979.26,42.76,8.18,3.18
CA6925,2409 LA BRUCHERIE RD,IMPERIAL,CA,92251-9501,32.82739026,-115.5800264,8013763,30198,19195,63.56,633362.07,33,0.29,0
NY7060,441 S. SALINA ST,SYRACUSE,NY,13202-2405,43.046022,-76.152234,1171308,381000,45852,12.03,633036.58,13.81,3.13,0.59
CA7005,846 ARNELE AVE,EL CAJON,CA,92020-2504,32.803955,-116.972765,635011,36275,14730,40.61,632994.56,42.97,5.92,3.92
CT3369,20 CHURCH ST,HARTFORD,CT,06103-3290,41.768574,-72.673406,1232094,248841,24647,9.9,632593.41,25.67,8.59,3.58
IN0127,101 NW MARTIN LUTHER KING BLVD,EVANSVILLE,IN,47712-0000,37.975188,-87.567486,7316811,137256,45724,33.31,632378.63,13.83,7.5,0
TX1861,8876 GULF FREEWAY,HOUSTON,TX,77017-6513,29.662084,-95.25816,239834,90146,34593,38.37,632276.76,18.28,4.35,1.27
CA7733,9449 BALBOA AVE,SAN DIEGO,CA,92123-4335,32.822225,-117.126176,313650,57048,18723,32.82,631949.43,33.75,4.35,0
PA0753,1150 FIRST AVENUE,KING OF PRUSSIA,PA,19406-1334,40.095069,-75.412985,297361,225000,24352,10.82,630711.72,25.9,4.84,1.11
IL2460,15401 S. 94TH AVENUE,ORLAND PARK,IL,60462-3827,41.609087,-87.84815,8136550,23280,23280,100,629576.17,27.04,11.19,1.19
CA5817,222 E CARRILLO STREET,SANTA BARBARA,CA,93101-2139,34.423902,-119.699302,1392197,60000,13524,22.54,629545.68,46.55,2.21,0.67
PA0827,133 REBECCA LANE,SLIPPERY ROCK,PA,16057-2524,41.074225,-80.052741,GSA,25300,25300,100,629011.19,24.86,7.45,2.45
GA2084,455 CHERRY STREET,MACON,GA,31201-3320,32.835198,-83.626607,GSA,78971,32773,41.5,627857.95,19.16,1.41,0
WV0168,5 WILLOW SPRING DR.,CHARLES TOWN,WV,25414-4862,39.29262,-77.844923,8042160,38324,38324,100,627851.71,16.38,0.55,0
CA7315,24301 SOUTHLAND DRIVE,HAYWARD,CA,94545-1542,37.653354,-122.104543,324706,130387,14152,10.85,626965.82,44.3,4.69,1.69
PA0664,8380 OLD YORK ROAD,ELKINS PARK,PA,19027-1539,40.086781,-75.127994,297617,61241,23375,38.17,626460.03,26.8,8.25,5.25
KY2077,203 ALLISON BOULEVARD,CORBIN,KY,40701-7964,36.916619,-84.057542,6672925,20649,20649,100,625179.35,30.28,1.54,0
FL2542,4057 CARMICHAEL AVENUE,JACKSONVILLE,FL,32207-2336,30.303043,-81.619696,49752,47321,35152,74.28,625068.58,17.78,0.67,0
FL3104,3811 CORPOREX DRIVE,TAMPA,FL,33619-1109,27.979532,-82.378581,5775712,23448,23448,100,623631.71,26.6,13.85,3.84
MT5364,2929 3RD AVE NO,BILLINGS,MT,59101-1944,45.783069,-108.50904,5983401,69894,36275,51.9,623182.51,17.18,1.8,0.09
TX2691,1700 LAKE AIR DR,WACO,TX,76710-2978,31.533867,-97.188522,7044702,17823,17823,100,623174.65,34.96,12.38,7.38
KY2071,125 LISLE IND. AVE,LEXINGTON,KY,40511-2046,38.064655,-84.524147,6604051,40000,24359,60.9,622744.3,25.57,0.58,0.04
NY7395,32-47 LACONIA AENUE,NEW YORK-BRONX,NY,10469-1442,40.85959,-73.85503,GSA,14700,14700,100,622527.51,42.35,4.9,4.9
FL3023,4100 GEORGE J BEAN PKY,TAMPA,FL,33607-1402,27.960071,-82.533975,6953080,30000,24085,80.28,622237.93,25.84,3.6,0
FL2151,499 NW 70TH AVE,PLANTATION,FL,33317-7500,26.128339,-80.240538,14483,92831,28467,30.67,622187.88,21.86,3.03,0
WA7942,2101 4TH AVE,SEATTLE,WA,98121-2352,47.613859,-122.341535,470298,430232,13191,3.07,621995.35,47.15,7.33,0
TX2790,225 E. JOHN CARPENTER FREEWAY,IRVING,TX,75062-2732,32.865746,-96.939626,GSA,349680,25142,7.19,621087.32,24.7,9.56,4.56
CA7856,19851-19853 NORDHOFF STREET,LOS ANGELES,CA,91324-3331,34.231904,-118.565983,1439893,22237,22237,100,620187.64,27.89,5.93,5.93
CA7645,7880 MISSION GROVE PARKWAY,RIVERSIDE,CA,92508-6000,33.909128,-117.324652,733453,32000,24226,75.71,620163.74,25.6,9.17,4.17
NY7182,1825 SOUTHERN BOULEVARD,NEW YORK-BRONX,NY,10460-4704,40.839546,-73.886473,5622962,15062,15062,100,620001.81,41.16,5.1,5.1
TX2263,2305 HUDSON BLVD.,BROWNSVILLE,TX,78526-7410,25.948909,-97.464512,8031010,10850,10850,100,619912.13,57.13,6.87,6.87
FL2260,1624 7TH AVENUE,TAMPA,FL,33605-3706,27.96026,-82.441061,5957718,26931,26931,100,619474.83,23,4.59,0
GA2304,2 E BRYAN ST,SAVANNAH,GA,31401-2655,32.080249,-81.091408,5753147,136000,20628,15.17,619223.3,30.02,9.05,4.05
WA7993,8510 US 2,SPOKANE,WA,99224-6164,47.632918,-117.49475,8055346,20328,20328,100,618581.04,30.43,13.81,12.81
LA1296,401 EDWARDS ST,SHREVEPORT,LA,71101-3289,32.514382,-93.749553,1443720,343362,42287,12.32,618126.26,14.62,2.13,1.27
NJ5077,1601 NEW ROAD,NORTHFIELD,NJ,08225-1178,39.37148,-74.557213,5352379,36893,19916,53.98,617871.8,31.02,0.26,0
WA7899,1601 5TH AVE,SEATTLE,WA,98101-3621,47.611738,-122.336506,470531,465107,27853,5.99,617137.26,22.16,2.49,0
UT1457,405 S MAIN,SALT LAKE CITY,UT,84111-3400,40.760461,-111.890975,1058650,136707,30123,22.03,616263.45,20.46,3.92,0.95
AZ7638,702 JEROME AVENUE,MESA,AZ,85210-5992,33.381675,-111.847979,5623224,23084,23084,100,616235.95,26.7,8.81,8.81
LA1282,2424 EDENBORN,METAIRIE,LA,70001-6474,29.996236,-90.162439,1428988,90343,30052,33.26,616136.01,20.5,4.57,1.59
FL2180,1000 LEGION PLACE,ORLANDO,FL,32801-1058,28.558767,-81.3793,380641,228241,20736,9.09,615253.81,29.67,2.91,0
NJ4567,3000 JFK BLVD,JERSEY CITY,NJ,07306-3817,40.735418,-74.063119,166338,20993,20993,100,614799.95,29.29,0,0
CA7404,3401 CENTRELAKE DRIVE,ONTARIO,CA,91761-1201,34.06659,-117.57943,197763,114420,21329,18.64,614438.29,28.81,0.29,0.24
CA7712,11950 GILBERT STREET,GARDEN GROVE,CA,92841-2703,33.78929,-117.967366,GSA,11938,11938,100,612627.51,51.32,10.25,10.25
OR6568,400 SW 6TH AVE,PORTLAND,OR,97204-1628,45.521063,-122.677507,718105,208193,20415,9.81,612450,30,1.42,1.42
AZ6487,400 NORTH 5TH STREET,PHOENIX,AZ,85004-3902,33.452242,-112.067512,226733,452713,22400,4.95,611834.55,27.31,1.58,0.59
AZ7128,396 N. CAMINO MERCADO,CASA GRANDE,AZ,85222-5760,32.879077,-111.692468,GSA,16843,16843,100,611590.38,36.31,2.12,0
FL2154,3520 W WATERS AVE,TAMPA,FL,33614-2716,28.025378,-82.499561,7390341,30254,27398,90.56,611074.22,22.3,14.3,9.3
CA8129,640 WEST LOCUST AVENUE,FRESNO,CA,93650-1093,36.840075,-119.804321,5536736,19970,19968,99.99,609691.62,30.53,12.01,7
TX2326,9420 RESEARCH BOULEVARD,AUSTIN,TX,78759-5692,30.384514,-97.743185,591194,73260,24380,33.28,609500,25,0,0
TX2463,106 S. ST. MARY'S STREET,SAN ANTONIO,TX,78205-3601,29.424498,-98.491499,952693,165500,31189,18.85,608681.94,19.52,0.93,0
VA0844,7400 FULLERTON RD,SPRINGFIELD,VA,22153-2886,38.74139,-77.199318,135320,110558,24345,22.02,608632.5,25,4.75,0
NJ4613,252-274 SPRINGFIELD AVE,NEWARK,NJ,07103-2913,40.734297,-74.190264,GSA,12640,12640,100,607959.58,48.1,2,0
VA0842,7943-59 ANGUS COURT,SPRINGFIELD,VA,22153-2801,38.743175,-77.206028,136152,54553,54553,100,607556.24,11.14,8.17,8.17
CA7997,200 S SAN PEDRO ST,LOS ANGELES,CA,90012-3838,34.049298,-118.241698,257457,50000,13750,27.5,606521.11,44.11,2.08,0.08
VA1628,5150 - 5230 EISENHOWER AVE,ALEXANDRIA,VA,22304-4814,38.801919,-77.124378,137816,82335,49050,59.57,606170.52,12.36,0.66,0.66
VA0883,9502 CENTER STREET,MANASSAS,VA,20110-5520,38.752101,-77.483927,858485,27900,27900,100,603627.41,21.64,1.67,1.67
PA0865,"200 LAKESIDE DRIVE, SUITE 220",HORSHAM,PA,19044-2321,40.17114,-75.137153,297686,54623,20396,37.34,603203.05,29.57,7.75,2.75
CA7673,"300 FRANK H. OGAWA PLAZA,",OAKLAND,CA,94612-2046,37.805276,-122.271504,328976,242000,15572,6.43,601673.07,38.64,3.59,0
MD1622,177-179 ADMIRAL COCHRAN,ANNAPOLIS,MD,21401-7307,38.973937,-76.550365,132638,36220,22491,62.1,601488.92,26.74,2.13,0
FL3344,6810 SOUTH US HIGHWAY ONE,PORT SAINT LUCIE,FL,34952-1424,27.341523,-80.325783,8190414,14960,14960,100,601298.53,40.19,8.52,3.52
CA7178,644 NAPLES STREET,CHULA VISTA,CA,91911-1636,32.609638,-117.083653,5917386,14580,14580,100,600891.8,41.21,0.64,0
IL2454,3101 CONSTITUTION DRIVE,SPRINGFIELD,IL,62707-6728,39.748834,-89.711296,GSA,29900,29900,100,600885.14,20.1,2.05,2.05
MI1947,19251 MACK AVE.,GROSSE POINTE,MI,48236-2893,42.420086,-82.910433,42401,101634,14463,14.23,600195.3,41.5,0.39,0.39
WA7985,2413 PACIFIC AVE,TACOMA,WA,98402-2910,47.2398832,-122.43544,GSA,28001,19335,69.05,599385,31,14.33,9.33
CA6881,22690 MARCH MEMORIAL DRIVE,MORENO VALLEY,CA,92553-9024,33.91025,-117.266571,202366,63045,23818,37.78,599126.34,25.15,10.77,5.77
MI1877,25900 GREENFIELD ROAD,OAK PARK,MI,48237-1267,42.481113,-83.20195,54325,264819,28420,10.73,599119.93,21.08,7.75,0
FL3189,"7660 LITTLE ROAD, SUITE 100",NEW PORT RICHEY,FL,34654-5559,28.270016,-82.67433,GSA,32998,16103,48.8,598813.45,37.19,7.29,2.33
TX2784,2795 ALTA MESA BLVD.,FORT WORTH,TX,76133-5803,32.64881,-97.359253,8157101,15843,15843,100,598440.35,37.77,13.81,8.81
LA1493,18134 E PETROLEUM DR,BATON ROUGE,LA,70809-6103,30.352028,-91.02123,GSA,14398,14398,100,596947.24,41.46,14.9,9.9
FL3254,"11230 NW 20TH STREET, BLDG #2",MIAMI,FL,33172-1824,25.79170342,-80.37952175,1014764,34175,32446,94.94,596058.52,18.37,7.12,7.12
CT3438,761 MAIN AVE,NORWALK,CT,06851-1080,41.159739,-73.41928,GSA,308481,20915,6.78,595620.5,28.48,9.8,4.8
AZ7224,141 PASEO DE YUCATAN,RIO RICO,AZ,85648-2854,31.433024,-110.96881,GSA,19307,19307,100,595549.61,30.85,3.33,3.33
IL2414,2127 WEST LAWRENCE AVENUE,CHICAGO,IL,60625-1409,41.968719,-87.682344,GSA,22540,22540,100,594882.69,26.39,6.98,6.98
CA8194,2305 HISTORIC DECATUR ROAD,SAN DIEGO,CA,92106-6050,32.733991,-117.217067,775191,105061,16579,15.78,594191.36,35.84,8.42,3.42
MA5898,11 SERVICE ROAD,BOSTON,MA,02128-2001,42.368708,-71.029929,7944708,73686,24562,33.33,593947.47,24.18,5.84,0
LA1351,102 VERSAILLES BLVD,LAFAYETTE,LA,70501-6700,30.224701,-92.022938,5001686,140677,24677,17.54,593921.89,24.07,4.2,4.2
CO1930,13151 W. ALAMEDA PARKWAY,LAKEWOOD,CO,80228-3108,39.696819,-105.145247,1134626,19800,19800,100,593272.27,29.96,5.22,0.22
AK3344,1630 E TUDOR RD,ANCHORAGE,AK,99507-1049,61.180832,-149.850483,6552874,27763,27763,100,592517.87,21.34,4,4
DC0293,"429 L'ENFANT PLAZA, SW",WASHINGTON,DC,20024-2111,38.886856,-77.026133,GSA,159770,15977,10,592427.16,37.08,8.67,8.67
CA6914,455 MARKET ST.,SAN FRANCISCO,CA,94105-2420,37.791322,-122.39878,320631,379203,18366,4.84,592259.28,32.25,4.72,0
VA0817,22685 HOLIDAY PARK DRIVE,STERLING,VA,20166-4310,38.988065,-77.429265,134534,79210,23535,29.71,591432.05,25.13,1.87,0.88
MA5832,59 LOWE'S WAY,LOWELL,MA,01851-5019,42.616631,-71.323319,1488476,41653,28210,67.73,591405.9,20.96,9.86,4.85
VA0280,480 SPRING PK PLACE,HERNDON,VA,20170-5294,38.9695545,-77.3860976,135059,52067,25072,48.15,590962.93,23.57,5,5
VA0387,2231 CRYSTAL DR,ARLINGTON,VA,22202-3711,38.85386,-77.049448,137477,468314,13633,2.91,589450.03,43.24,0.96,0.5
CO1539,56 INVERNESS DRIVE EAST,ENGLEWOOD,CO,80112-5129,39.575936,-104.857289,393118,40274,29151,72.38,589289.39,20.22,3.79,0
CA6124,7677 OAKPORT ST,OAKLAND,CA,94621-1929,37.746267,-122.201889,324758,263833,19172,7.27,588291.8,30.68,2.21,0.12
MN1658,4300 GLUMACK DRIVE,SAINT PAUL,MN,55111-3002,44.883255,-93.210788,1496192,100000,10252,10.25,588146.52,57.37,2.42,0
AL2236,650 DISCOVERY DRIVE,HUNTSVILLE,AL,35801-2802,34.731279,-86.676013,GSA,35385,35385,100,587601.77,16.61,4.33,1.33
WA7565,520 112TH AVE NE,BELLEVUE,WA,98004-5558,47.615095,-122.190895,469990,36208,12991,35.88,587518.55,45.23,6.18,1.18
LA1281,400 POYDRAS ST,NEW ORLEANS,LA,70130-3245,29.948659,-90.067007,1466308,606608,23037,3.8,587437.93,25.5,10.63,5.63
MO1802,10300 NW PRAIRIE VIEW,KANSAS CITY,MO,64153-1350,39.267353,-94.701648,GSA,54665,54665,100,587194.27,10.74,1.6,0
CA7582,"700 EAST EL CAMINO REAL, 3RD FLR",MOUNTAIN VIEW,CA,94040-2804,37.375972,-122.061986,304188,49984,10075,20.16,586305.27,58.19,2.42,0
TN2243,1827 JACK DELOZIER DRIVE,SEVIERVILLE,TN,37876-5227,35.856974,-83.495845,7871833,21405,21405,100,586183.95,27.39,6.25,6.25
PA0797,201 KING OF PRUSSIA ROAD,RADNOR,PA,19087-5147,40.042859,-75.356986,295675,251434,18457,7.34,585991.11,31.75,3.91,0
NY7132,755 SECOND AVENUE,NEW YORK-MANHATTAN,NY,10017-5906,40.748908,-73.972903,8316212,28850,13800,47.83,585983.33,42.46,1,0.5
VA0536,5162 VALLEY POINT PKWY,ROANOKE,VA,24019-3050,37.3490124,-79.9528451,8028358,28768,28768,100,585960.17,20.37,6.58,6.58
MI3019,228 MAGAZINE STREET,SAULT STE MARIE,MI,49783-1555,46.500739,-84.355461,GSA,18597,18597,100,585512.72,31.48,13.96,12.59
OH2058,4411 MONTGOMERY ROAD,NORWOOD,OH,45212-3187,39.157661,-84.458082,482301,60000,28883,48.14,585044.87,20.26,6.42,1.42
WI1755,1745 SOUTH 38TH STREET,MILWAUKEE,WI,53215-2017,43.012211,-87.961484,1584744,42761,36876,86.24,584827.05,15.86,6.25,1.25
PA0793,2373 WELSH ROAD,PHILADELPHIA,PA,19114-1647,40.063804,-75.00062,1473781,58000,17034,29.37,584768.55,34.33,5.12,0.12
IL2476,2301 WEST 22ND STREET,OAK BROOK,IL,60523-1216,41.84613,-87.974844,204425,89600,20120,22.46,583840.22,29.02,11.67,1.67
TX2823,114 WEST BROADWAY,DEL RIO,TX,78840-9997,29.360476,-100.900462,GSA,10879,10879,100,583646.34,53.65,8.98,8.98
TX1585,800 DOLOROSA,SAN ANTONIO,TX,78207-4559,29.424289,-98.498323,948695,49716,28561,57.45,583149.67,20.42,2.83,2.83
GA2442,10155 EAGLE DR.,COVINGTON,GA,30014-4010,33.5747237,-83.8400789,7948700,32006,16543,51.69,582404.33,35.21,8.42,3.42
TN2266,1232 PREMIER DRIVE,CHATTANOOGA,TN,37421-2285,35.013594,-85.189586,7399332,54000,19965,36.97,582064.94,29.15,7.84,2.84
MI3050,19575 VICTOR PARKWAY,LIVONIA,MI,48152-7025,42.4316,-83.422607,506964,85000,21684,25.51,581870.87,26.83,6.09,3.59
VA0676,1500 PANTOPS MOUNTAIN DRIVE,CHARLOTTESVILLE,VA,22911-8829,38.027141,-78.438704,GSA,38790,25679,66.2,581472.8,22.64,2.08,2.08
NM1502,5338 MONTGOMERY BLVD,ALBUQUERQUE,NM,87109-1338,35.130843,-106.583622,,69932,58499,83.65,581116.23,9.93,2.16,0
