"r"	"g"	"b"	"cust_skey"	"r_perc"	"g_perc"	"b_perc"	"color_name"	"rank"
245	222	179	4870931	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
105	105	105	14068005	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
46	45	50	14068005	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	3154849773	0	0	0	"Black"	145
46	45	50	3154849773	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	16238488	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	59061499	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
245	245	245	8808785488	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
220	220	220	8808785488	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
230	230	250	8808785488	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
220	220	220	5105304	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
230	230	250	5105304	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
245	245	245	5105304	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
220	220	220	5105304	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
230	230	250	5105304	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
245	245	245	5105304	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
220	220	220	16238488	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
230	230	250	16238488	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
245	245	245	16238488	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
46	45	50	9832425	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	9832425	0	0	0	"Black"	145
46	45	50	184183081	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	2372376626	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	5406557	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	5832805209	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
139	69	19	3641641	0.545098039215686	0.270588235294118	0.0745098039215686	"Saddle Brown"	18
128	128	128	17046278	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
105	105	105	17046278	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
169	169	169	17046278	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
119	136	153	17046278	0.466666666666667	0.533333333333333	0.6	"Light Slate Gray"	139
46	45	50	2790504387	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
47	79	79	8221149103	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
105	105	105	8221149103	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
46	45	50	8221149103	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	6598385776	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	5231039	0	0	0	"Black"	145
46	45	50	5231039	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
245	245	245	16606240	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
230	230	250	16606240	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
230	230	250	7717396841	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
245	245	245	7717396841	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
230	230	250	8240070	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
245	245	245	8240070	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
230	230	250	26562415	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
245	245	245	26562415	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
119	136	153	5497081	0.466666666666667	0.533333333333333	0.6	"Light Slate Gray"	139
176	196	222	5497081	0.690196078431373	0.768627450980392	0.870588235294118	"Light Steel Blue"	90
169	169	169	5497081	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
46	45	50	4417393546	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	4417393546	0	0	0	"Black"	145
46	45	50	14765759	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	14765759	0	0	0	"Black"	145
210	180	140	19081597	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
46	45	50	10965075385	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	4110276	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
245	222	179	4110276	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
222	184	135	4110276	0.870588235294118	0.72156862745098	0.529411764705882	"Burlywood"	25
210	180	140	4110276	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
222	184	135	1843731414	0.870588235294118	0.72156862745098	0.529411764705882	"Burlywood"	25
210	180	140	1843731414	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
245	222	179	1843731414	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
46	45	50	4110276	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
105	105	105	2623659552	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
105	105	105	8315600035	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
0	0	0	4985620457	0	0	0	"Black"	145
46	45	50	4985620457	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	5231039	0	0	0	"Black"	145
46	45	50	5231039	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	17046278	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	17046278	0	0	0	"Black"	145
255	250	250	8385223	1	0.980392156862745	0.980392156862745	"Snow"	131
245	245	245	8385223	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
248	248	255	8385223	0.972549019607843	0.972549019607843	1	"Ghost White"	127
46	45	50	8631372	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	9251176	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
210	180	140	16606240	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
188	143	143	16606240	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
210	180	140	9251176	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
188	143	143	9251176	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
220	220	220	3139887724	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
230	230	250	3139887724	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
211	211	211	3139887724	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
245	222	179	10900599719	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
210	180	140	10900599719	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
188	143	143	10900599719	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
192	192	192	10900599719	0.752941176470588	0.752941176470588	0.752941176470588	"Silver (W3C)"	136
192	192	192	17046278	0.752941176470588	0.752941176470588	0.752941176470588	"Silver (W3C)"	136
210	180	140	17046278	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
245	222	179	17046278	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
188	143	143	17046278	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
46	45	50	14765759	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
250	235	215	16238488	0.980392156862745	0.92156862745098	0.843137254901961	"Antique White"	26
250	240	230	16238488	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
245	245	220	16238488	0.96078431372549	0.96078431372549	0.862745098039216	"Beige"	44
245	222	179	8580486484	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
255	218	185	8580486484	1	0.854901960784314	0.725490196078431	"Peach Puff"	20
255	228	196	8580486484	1	0.894117647058824	0.768627450980392	"Bisque"	23
0	0	0	6972038305	0	0	0	"Black"	145
46	45	50	6972038305	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	6106492318	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	6106492318	0	0	0	"Black"	145
46	45	50	6037756013	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
105	105	105	2385763097	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
47	79	79	2385763097	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
245	222	179	10900599719	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
210	180	140	10900599719	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
46	45	50	59061499	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	59061499	0	0	0	"Black"	145
220	220	220	7301814643	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
230	230	250	7301814643	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
245	245	245	7301814643	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
46	45	50	2790504387	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	2437656587	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
105	105	105	26562415	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
222	184	135	26562415	0.870588235294118	0.72156862745098	0.529411764705882	"Burlywood"	25
245	222	179	26562415	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
210	180	140	26562415	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
46	45	50	11459834	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	11771935	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	9379777565	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
250	235	215	6245802914	0.980392156862745	0.92156862745098	0.843137254901961	"Antique White"	26
47	79	79	8385223	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	45	50	8385223	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	19673034	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
250	235	215	6734262424	0.980392156862745	0.92156862745098	0.843137254901961	"Antique White"	26
250	235	215	17046278	0.980392156862745	0.92156862745098	0.843137254901961	"Antique White"	26
46	45	50	3743067	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
250	235	215	9251176	0.980392156862745	0.92156862745098	0.843137254901961	"Antique White"	26
46	45	50	5231039	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	10645668733	0	0	0	"Black"	145
46	45	50	10645668733	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	10520189283	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
47	79	79	3839428245	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	45	50	3839428245	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	16262749	0	0	0	"Black"	145
46	45	50	16262749	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
190	190	190	5900601499	0.745098039215686	0.745098039215686	0.745098039215686	"Gray (X11)"	137
192	192	192	5900601499	0.752941176470588	0.752941176470588	0.752941176470588	"Silver (W3C)"	136
211	211	211	5900601499	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
169	169	169	5900601499	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
210	180	140	6409429006	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
47	79	79	2372450105	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	45	50	2372450105	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
255	245	238	10965075385	1	0.96078431372549	0.933333333333333	"Seashell"	130
220	220	220	10965075385	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
250	240	230	10965075385	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
25	25	112	4110276	0.0980392156862745	0.0980392156862745	0.43921568627451	"Midnight Blue"	94
47	79	79	4110276	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	45	50	4110276	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	5105304	0	0	0	"Black"	145
0	0	0	17358577	0	0	0	"Black"	145
0	0	0	10900599719	0	0	0	"Black"	145
0	0	0	6020417638	0	0	0	"Black"	145
0	0	0	5446149647	0	0	0	"Black"	145
0	0	0	8240070	0	0	0	"Black"	145
0	0	0	6072274254	0	0	0	"Black"	145
0	0	0	3065709718	0	0	0	"Black"	145
220	220	220	5613155367	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
211	211	211	5613155367	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
220	220	220	2437646820	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
211	211	211	2437646820	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
220	220	220	3065709718	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
211	211	211	3065709718	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
211	211	211	60504318	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
220	220	220	60504318	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
250	235	215	60504318	0.980392156862745	0.92156862745098	0.843137254901961	"Antique White"	26
192	192	192	60504318	0.752941176470588	0.752941176470588	0.752941176470588	"Silver (W3C)"	136
220	220	220	2776351933	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
46	45	50	2776351933	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	5044511989	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
72	61	139	5044511989	0.282352941176471	0.23921568627451	0.545098039215686	"Dark Slate Blue"	100
112	128	144	5044511989	0.43921568627451	0.501960784313725	0.564705882352941	"Slate Gray"	140
47	79	79	5044511989	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
72	61	139	8315600035	0.282352941176471	0.23921568627451	0.545098039215686	"Dark Slate Blue"	100
47	79	79	8315600035	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	45	50	8315600035	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
238	232	170	1748785	0.933333333333333	0.909803921568627	0.666666666666667	"Pale Goldenrod"	41
255	228	196	5105304	1	0.894117647058824	0.768627450980392	"Bisque"	23
255	192	203	5105304	1	0.752941176470588	0.796078431372549	"Pink"	123
169	169	169	8681096083	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
119	136	153	8681096083	0.466666666666667	0.533333333333333	0.6	"Light Slate Gray"	139
230	230	250	9462492957	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
245	245	245	9462492957	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
250	240	230	26562415	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
220	220	220	26562415	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
250	240	230	26562415	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
220	220	220	26562415	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
188	143	143	8035233574	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
169	169	169	8035233574	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
128	128	128	8035233574	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
105	105	105	8035233574	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
176	196	222	6245802914	0.690196078431373	0.768627450980392	0.870588235294118	"Light Steel Blue"	90
230	230	250	6245802914	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
169	169	169	6245802914	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
250	240	230	4454307188	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
245	245	245	4454307188	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
220	220	220	4454307188	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
